"","mean","geometric mean","harmonic mean","median","mid-range","variance","standard deviation","iq","range","cv"
"1",456.311428571429,450.9406123977,445.529580368722,458.16,455.375,5626.85281428571,75.0123510782439,103.825,208.75,0.164388499567246
