"","mean","geometric mean","harmonic mean","median","mid-range","variance","standard deviation","iq","range","cv"
"1",33.1042857142857,32.6618159997933,32.1947846244488,34.1,32.055,32.0136952380952,5.65806461946974,7.21,15.45,0.170916378269055
